Date,Day_of_Week,Weather,Temperature,Weekend,Festival,Festival_Name,Holiday,Previous_Day_Sales,Meals_Prepared,Meals_Sold,Food_Wasted,Revenue
23-11-2025,Sunday,Sunny,36,Yes,No,None,Yes,217,269,234,35,51948
24-11-2025,Monday,Rainy,28,No,No,None,No,234,226,208,18,48048
25-11-2025,Tuesday,Cloudy,24,No,No,None,No,208,210,195,15,38415
26-11-2025,Wednesday,Cloudy,29,No,No,None,No,195,206,193,13,54040
27-11-2025,Thursday,Rainy,18,No,No,None,No,193,173,164,9,30996
28-11-2025,Friday,Cloudy,32,No,No,None,No,164,186,164,22,38376
29-11-2025,Saturday,Rainy,25,Yes,No,None,Yes,164,226,202,24,45652
30-11-2025,Sunday,Rainy,27,Yes,No,None,Yes,202,217,201,16,48039
01-12-2025,Monday,Cloudy,31,No,No,None,No,201,216,188,28,42300
02-12-2025,Tuesday,Rainy,23,No,No,None,No,188,168,159,9,39114
03-12-2025,Wednesday,Cloudy,24,No,No,None,No,159,184,169,15,42250
04-12-2025,Thursday,Cloudy,25,No,No,None,No,169,202,179,23,42244
05-12-2025,Friday,Rainy,20,No,No,None,No,179,184,165,19,31350
06-12-2025,Saturday,Sunny,39,Yes,No,None,Yes,165,220,197,23,58509
07-12-2025,Sunday,Rainy,22,Yes,No,None,Yes,197,205,194,11,51798
08-12-2025,Monday,Cloudy,32,No,No,None,No,194,212,195,17,51285
09-12-2025,Tuesday,Cloudy,24,No,No,None,No,195,212,186,26,34038
10-12-2025,Wednesday,Sunny,39,No,No,None,No,186,202,176,26,46464
11-12-2025,Thursday,Sunny,39,No,No,None,No,176,189,171,18,37449
12-12-2025,Friday,Sunny,32,No,No,None,No,171,193,181,12,42354
13-12-2025,Saturday,Cloudy,24,Yes,No,None,Yes,181,246,216,30,44064
14-12-2025,Sunday,Sunny,33,Yes,No,None,Yes,216,271,236,35,51448
15-12-2025,Monday,Rainy,20,No,No,None,No,236,218,199,19,45571
16-12-2025,Tuesday,Sunny,32,No,No,None,No,199,227,198,29,53460
17-12-2025,Wednesday,Sunny,34,No,No,None,No,198,210,186,24,55056
18-12-2025,Thursday,Rainy,25,No,No,None,No,186,173,162,11,41472
19-12-2025,Friday,Rainy,18,No,No,None,No,162,148,141,7,26085
20-12-2025,Saturday,Sunny,30,Yes,No,None,Yes,141,200,182,18,51506
21-12-2025,Sunday,Cloudy,28,Yes,No,None,Yes,182,227,213,14,57510
22-12-2025,Monday,Cloudy,31,No,No,None,No,213,223,205,18,48790
23-12-2025,Tuesday,Rainy,21,No,No,None,No,205,197,183,14,44469
24-12-2025,Wednesday,Sunny,34,No,No,None,No,183,200,176,24,35728
25-12-2025,Thursday,Cloudy,31,No,Yes,Christmas,Yes,176,255,237,18,43134
26-12-2025,Friday,Cloudy,24,No,No,None,No,237,247,227,20,51983
27-12-2025,Saturday,Cloudy,27,Yes,No,None,Yes,227,262,234,28,61542
28-12-2025,Sunday,Cloudy,29,Yes,No,None,Yes,234,270,255,15,58650
29-12-2025,Monday,Sunny,37,No,No,None,No,255,258,231,27,48279
30-12-2025,Tuesday,Cloudy,25,No,No,None,No,231,246,214,32,51360
